,osm_id,name,highway,railway,amenity,operator,parking,surface,tunnel,bridge,smoothness,width,capacity,layer,public_tra,aeroway,building,barrier,oneway,geometry,names,clean_name,clean_name2,genero,_merge
91824,638023750.0,Avenida Santa María,secondary,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.923463 -12.0282518, -76.9234938 -12.0281884, -76.923663 -12.0278396)",Avenida Santa María,"['avenida', 'santa', 'maria']","['santa', 'maria']",f,both
91896,638291323.0,Jirón Artemisa,tertiary,,,,,,,,,,,,,,,,yes,"LINESTRING (-76.99498250000001 -12.1695937, -76.994985 -12.1695708, -76.9949946 -12.1695499, -76.9950128 -12.1695257, -76.9950587 -12.1694832, -76.9951176 -12.1694305)",Jirón Artemisa,"['jiron', 'artemisa']",['artemisa'],f,both
92285,642273265.0,Florencia,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0569093 -12.0089395, -77.05668900000001 -12.0095154, -77.0565098 -12.0099624)",Florencia,['florencia'],['florencia'],f,both
92300,642281425.0,Avenida Santa Rosa,tertiary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0972008 -11.9899162, -77.0972192 -11.9900398)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
92313,642291075.0,Avenida Angélica Gamarra,primary_link,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.09002099999999 -12.0113368, -77.0901001 -12.0114683)",Avenida Angélica Gamarra,"['avenida', 'angelica', 'gamarra']","['angelica', 'gamarra']",f,both
92317,642291079.0,Avenida Angélica Gamarra,tertiary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0858702 -12.0078963, -77.0866712 -12.0085931, -77.08734990000001 -12.0091319)",Avenida Angélica Gamarra,"['avenida', 'angelica', 'gamarra']","['angelica', 'gamarra']",f,both
92318,642291080.0,Avenida Angélica Gamarra,tertiary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.08734990000001 -12.0091319, -77.0875561 -12.0093105, -77.08764480000001 -12.0093747, -77.0877047 -12.009424, -77.08851869999999 -12.0100736, -77.0897133 -12.0111129, -77.0899599 -12.011258, -77.09002099999999 -12.0113368)",Avenida Angélica Gamarra,"['avenida', 'angelica', 'gamarra']","['angelica', 'gamarra']",f,both
92335,642297638.0,Santa Luisa,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0042907 -12.020273, -77.0043072 -12.0201522, -77.0043107 -12.0199664)",Santa Luisa,"['santa', 'luisa']","['santa', 'luisa']",f,both
92344,642318038.0,Doña Elsa,residential,,,,,concrete,,,,,,,,,,,,"LINESTRING (-77.0008115 -12.1445995, -77.0007789 -12.1445565, -77.0003861 -12.1440375)",Doña Elsa,"['doña', 'elsa']","['doña', 'elsa']",f,both
92527,647564969.0,Libertad,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.00483920000001 -11.9626994, -77.00478769999999 -11.9625371, -77.0047744 -11.9623685, -77.00476569999999 -11.962316)",Libertad,['libertad'],['libertad'],f,both
92743,650383260.0,Calle La Victoria,tertiary,,,,,,,,,,,,,,,,,"LINESTRING (-77.0799075 -11.865063, -77.0792651 -11.8657447)",Calle La Victoria,"['calle', 'la', 'victoria']",['victoria'],f,both
93203,654026714.0,El Palo Rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0004036 -12.1234423, -77.0003128 -12.1234901)",El Palo Rosa,"['el', 'palo', 'rosa']","['palo', 'rosa']",f,both
93205,654031202.0,Avenida Santa Catalina,tertiary,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-77.01864190000001 -12.0885566, -77.0185877 -12.0884721)",Avenida Santa Catalina,"['avenida', 'santa', 'catalina']","['santa', 'catalina']",f,both
93206,654031203.0,Avenida Santa Catalina,tertiary,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-77.0187178 -12.0884919, -77.01864190000001 -12.0885566)",Avenida Santa Catalina,"['avenida', 'santa', 'catalina']","['santa', 'catalina']",f,both
93219,654040980.0,La Merced,secondary,,,,,asphalt,,,,,,,,,,,no,"LINESTRING (-77.05734219999999 -11.9717589, -77.0574201 -11.9717499)",La Merced,"['la', 'merced']",['merced'],f,both
93245,654063000.0,Calle Doña Delmira,tertiary,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.00598239999999 -12.1412823, -77.00607309999999 -12.1412922)",Calle Doña Delmira,"['calle', 'doña', 'delmira']","['doña', 'delmira']",f,both
94114,669689931.0,Avenida La Marina,tertiary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0889894 -12.0778107, -77.0893398 -12.0778078, -77.08943429999999 -12.0778063, -77.0895275 -12.0778063, -77.08963780000001 -12.0778054, -77.08976749999999 -12.0778043, -77.0900517 -12.077802, -77.0903477 -12.0777996, -77.0908335 -12.0777956)",Avenida La Marina,"['avenida', 'la', 'marina']",['marina'],f,both
94115,669689932.0,Avenida La Marina,tertiary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0908335 -12.0777956, -77.09128459999999 -12.0777405, -77.09185069999999 -12.0776405, -77.0921474 -12.0775775, -77.09267920000001 -12.0773515, -77.0932004 -12.0771067, -77.09330799999999 -12.0770671)",Avenida La Marina,"['avenida', 'la', 'marina']",['marina'],f,both
95240,677447505.0,Palmira,living_street,,,,,,,,,,,,,,,,,"LINESTRING (-77.0430715 -12.0946369, -77.0426468 -12.0945776)",Palmira,['palmira'],['palmira'],f,both
95241,677447506.0,Palmira,living_street,,,,,,,,,,,,,,,,,"LINESTRING (-77.0433209 -12.094671, -77.04330400000001 -12.0946954, -77.0432668 -12.0947231, -77.0432254 -12.0947366, -77.04318170000001 -12.0947367, -77.0431401 -12.0947234, -77.043105 -12.094698, -77.04307970000001 -12.0946631, -77.0430715 -12.0946369, -77.0430865 -12.0946145, -77.0431203 -12.0945875, -77.04316110000001 -12.0945722, -77.0432048 -12.0945702, -77.0432469 -12.0945817, -77.0432832 -12.0946056, -77.04331139999999 -12.0946419, -77.0433209 -12.094671)",Palmira,['palmira'],['palmira'],f,both
95599,682275289.0,Jirón Doña Catalina,residential,,,,,concrete,,,,,,,,,,,reversible,"LINESTRING (-76.9973012 -12.138593, -76.99743309999999 -12.1392705, -76.9974625 -12.1394163, -76.997489 -12.1395268, -76.9975192 -12.1396355, -76.9975591 -12.139756, -76.9975883 -12.1398405, -76.99762490000001 -12.1399482, -76.9976616 -12.1400396, -76.99769619999999 -12.1401229, -76.9977327 -12.1402079, -76.9977724 -12.140302, -76.9978188 -12.1403911, -76.9978721 -12.1404879, -76.9979281 -12.1405789, -76.99800399999999 -12.1406963)",Jirón Doña Catalina,"['jiron', 'doña', 'catalina']","['doña', 'catalina']",f,both
96519,690839944.0,Avenida Santa Rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9486476 -12.0065529, -76.94840840000001 -12.0068411)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
96520,690839945.0,Avenida Santa Rosa de Huachipa,tertiary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.9474993 -12.0060356, -76.9475367 -12.0060114, -76.94757730000001 -12.00601, -76.9480028 -12.006197, -76.94832700000001 -12.006351, -76.94833850000001 -12.006356, -76.9486739 -12.0065016, -76.9487457 -12.0065319, -76.9491802 -12.0067146, -76.94924810000001 -12.00675, -76.9492984 -12.0067917, -76.94934000000001 -12.0068485, -76.9494504 -12.0070466, -76.9495886 -12.0073432, -76.949628 -12.0074535, -76.9496163 -12.0075729)",Avenida Santa Rosa de Huachipa,"['avenida', 'santa', 'rosa', 'de', 'huachipa']","['santa', 'rosa', 'huachipa']",f,both
96521,690839946.0,Avenida Santa Rosa,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.9486476 -12.0065529, -76.9486739 -12.0065016, -76.948956 -12.005953)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
96527,690839953.0,Jirón Santa Rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.94999780000001 -12.0044392, -76.9502452 -12.0041324, -76.9502578 -12.0041157, -76.9504508 -12.0038589, -76.9504712 -12.0038322, -76.9506729 -12.0035692, -76.95089659999999 -12.003283)",Jirón Santa Rosa,"['jiron', 'santa', 'rosa']","['santa', 'rosa']",f,both
96528,690839954.0,Avenida Santa Rosa,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.9499362 -12.004428, -76.9495209 -12.0049839, -76.9490862 -12.0057208)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
96535,690839961.0,Avenida Santa Rosa,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.9490212 -12.0059882, -76.9489387 -12.0061509, -76.9487457 -12.0065319, -76.9487189 -12.0065849)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
97353,699923309.0,Avenida Santa Rosa,secondary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.09711830000001 -11.9903394, -77.0970895 -11.9901883, -77.09707299999999 -11.9900627)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
97713,707946348.0,Avenida Micaela Bastidas,secondary,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-77.0319137 -11.9049538, -77.0321436 -11.9048002, -77.0323425 -11.9046347, -77.0324854 -11.9044857, -77.0326014 -11.9043381, -77.0326872 -11.9042084, -77.0332939 -11.9032859)",Avenida Micaela Bastidas,"['avenida', 'micaela', 'bastidas']","['micaela', 'bastidas']",f,both
97714,707946349.0,Avenida Micaela Bastidas,secondary,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-77.0332939 -11.9032859, -77.03353370000001 -11.9029281, -77.0338521 -11.9024459, -77.0347146 -11.9011392, -77.0347908 -11.9010237)",Avenida Micaela Bastidas,"['avenida', 'micaela', 'bastidas']","['micaela', 'bastidas']",f,both
97852,712171252.0,Avenida Nueva Esperanza,tertiary,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.9138643 -12.0433829, -76.91273270000001 -12.043098, -76.91217450000001 -12.0427792, -76.91197080000001 -12.0427351, -76.9118107 -12.0427737, -76.91165220000001 -12.0429112, -76.91151360000001 -12.0431626, -76.91137500000001 -12.0433141, -76.9111985 -12.043337, -76.9110671 -12.0432489, -76.91096090000001 -12.043064, -76.9108655 -12.0425785, -76.9107935 -12.0422087, -76.9105216 -12.0415674, -76.91038829999999 -12.0414111, -76.9102048 -12.0413534, -76.91000440000001 -12.0414037, -76.90979950000001 -12.0415378, -76.9095674 -12.0416787, -76.90909379999999 -12.0418301, -76.9087265 -12.0419023, -76.90830339999999 -12.0418671, -76.9079199 -12.0417702, -76.90738690000001 -12.0418231, -76.90683420000001 -12.0418917, -76.90640380000001 -12.042008, -76.9060329 -12.0421964, -76.9058247 -12.0422505)",Avenida Nueva Esperanza,"['avenida', 'nueva', 'esperanza']","['nueva', 'esperanza']",f,both
98943,746192572.0,Pasaje Florencia,footway,,,,,,,,,,,,,,,,,"LINESTRING (-77.04634350000001 -12.0386367, -77.04637839999999 -12.0388059, -77.0464068 -12.038989)",Pasaje Florencia,"['pasaje', 'florencia']",['florencia'],f,both
98944,746192573.0,Pasaje Florencia,steps,,,,,,,,,,,,,,,,,"LINESTRING (-77.0464068 -12.038989, -77.0464229 -12.0390787)",Pasaje Florencia,"['pasaje', 'florencia']",['florencia'],f,both
98952,746522531.0,Avenida Libertad,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.93150079999999 -12.1716075, -76.93176560000001 -12.171268, -76.93199250000001 -12.1709629, -76.932159 -12.1707389, -76.93237999999999 -12.1704418, -76.9326051 -12.1701391, -76.9328457 -12.1698156, -76.933032 -12.1695695, -76.93310339999999 -12.1695355)",Avenida Libertad,"['avenida', 'libertad']",['libertad'],f,both
98963,746533284.0,Avenida María Parado de Bellido,residential,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-76.9464605 -12.1710727, -76.9474797 -12.1717766, -76.9482871 -12.1723291)",Avenida María Parado de Bellido,"['avenida', 'maria', 'parado', 'de', 'bellido']","['maria', 'parado', 'bellido']",f,both
98971,746543235.0,Calle Sara Sara,steps,,,,,,,,,,,,,,,,,"LINESTRING (-76.9199799 -12.1703241, -76.9198567 -12.1701132, -76.9195055 -12.1694249)",Calle Sara Sara,"['calle', 'sara', 'sara']","['sara', 'sara']",f,both
99002,747836697.0,Jirón Santa Martha,service,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.07080070000001 -12.0303166, -77.0699431 -12.0303121, -77.06985539999999 -12.0303117, -77.0688981 -12.0303067)",Jirón Santa Martha,"['jiron', 'santa', 'martha']","['santa', 'martha']",f,both
99099,749598847.0,Micaela Bastidas,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9138643 -12.0433829, -76.9136513 -12.0432321)",Micaela Bastidas,"['micaela', 'bastidas']","['micaela', 'bastidas']",f,both
99528,757066047.0,Brigida Silva de Ochoa,secondary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.08716 -12.0779857, -77.08716029999999 -12.0781444)",Brigida Silva de Ochoa,"['brigida', 'silva', 'de', 'ochoa']","['brigida', 'silva', 'ochoa']",f,both
99529,757066048.0,Avenida Brigida Silva de Ochoa,secondary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0869926 -12.0781471, -77.0869919 -12.077987)",Avenida Brigida Silva de Ochoa,"['avenida', 'brigida', 'silva', 'de', 'ochoa']","['brigida', 'silva', 'ochoa']",f,both
99644,758178792.0,Calle Julieta,tertiary,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.9534967 -12.0499633, -76.9534384 -12.0500279)",Calle Julieta,"['calle', 'julieta']",['julieta'],f,both
99675,758562897.0,Avenida Santa Rosa,residential,,,,,ground,,,,,,,,,,,,"LINESTRING (-76.9761455 -12.2005042, -76.9761833 -12.2006308, -76.9762243 -12.2007385)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
99704,758849764.0,Pasaje La Libertad,footway,,,,,,,,,,,,,,,,,"LINESTRING (-77.0068618 -11.9688075, -77.0071684 -11.969251)",Pasaje La Libertad,"['pasaje', 'la', 'libertad']",['libertad'],f,both
99996,760228856.0,Avenida Tingo María,tertiary,,,,,paved,,,,,,,,,,,yes,"LINESTRING (-77.05761 -12.0554098, -77.0576727 -12.0555448, -77.0577112 -12.0556393)",Avenida Tingo María,"['avenida', 'tingo', 'maria']","['tingo', 'maria']",f,both
100021,761051322.0,Calle Santa Teresa,residential,,,,,unpaved,,,,,,,,,,,,"LINESTRING (-76.9639624 -12.1843617, -76.9638807 -12.184725, -76.9638441 -12.1849031, -76.96376909999999 -12.1852025, -76.96374849999999 -12.185285)",Calle Santa Teresa,"['calle', 'santa', 'teresa']","['santa', 'teresa']",f,both
100050,761070554.0,Avenida Micaela Bastidas,secondary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.9552905 -12.1932938, -76.95551140000001 -12.1929201, -76.955749 -12.1925219, -76.9562176 -12.1917286, -76.9565114 -12.1912377)",Avenida Micaela Bastidas,"['avenida', 'micaela', 'bastidas']","['micaela', 'bastidas']",f,both
100094,761590289.0,Avenida Santa Rosa de Lima,secondary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.993877 -11.9687722, -76.99399579999999 -11.9686263)",Avenida Santa Rosa de Lima,"['avenida', 'santa', 'rosa', 'de', 'lima']","['santa', 'rosa', 'lima']",f,both
100095,761590290.0,Avenida Santa Rosa de Lima,secondary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.9940886 -11.9687817, -76.9939566 -11.9688713)",Avenida Santa Rosa de Lima,"['avenida', 'santa', 'rosa', 'de', 'lima']","['santa', 'rosa', 'lima']",f,both
100486,771346916.0,Jirón Micaela Bastidas,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.9538562 -12.152384, -76.9541025 -12.1527909)",Jirón Micaela Bastidas,"['jiron', 'micaela', 'bastidas']","['micaela', 'bastidas']",f,both
100487,771346917.0,Jirón Micaela Bastidas,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.9541025 -12.1527909, -76.954331 -12.153171)",Jirón Micaela Bastidas,"['jiron', 'micaela', 'bastidas']","['micaela', 'bastidas']",f,both
100488,771347732.0,Jirón Micaela Bastidas,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.95331160000001 -12.1515362, -76.9535398 -12.1519596, -76.9535899 -12.1519993)",Jirón Micaela Bastidas,"['jiron', 'micaela', 'bastidas']","['micaela', 'bastidas']",f,both
100495,771651194.0,Jirón Artemisa,tertiary,,,,,,,,,,,,,,,,,"LINESTRING (-76.99532259999999 -12.1692664, -76.9951176 -12.1694305)",Jirón Artemisa,"['jiron', 'artemisa']",['artemisa'],f,both
100501,771690553.0,Laurel Rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9989942 -12.1214682, -76.99908809999999 -12.1214145)",Laurel Rosa,"['laurel', 'rosa']","['laurel', 'rosa']",f,both
100503,771697428.0,Avenida Esmeralda,residential,,,,,concrete,,,,,,,,,,,,"LINESTRING (-76.98866870000001 -12.1080427, -76.9896097 -12.1081034, -76.9898646 -12.1081213)",Avenida Esmeralda,"['avenida', 'esmeralda']",['esmeralda'],f,both
100635,776622440.0,Zoila Amoretti,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0627233 -12.0818368, -77.0624017 -12.0814523)",Zoila Amoretti,"['zoila', 'amoretti']","['zoila', 'amoretti']",f,both
101092,784890293.0,Avenida Esperanza,tertiary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.9069156 -12.0216441, -76.9069774 -12.0217394)",Avenida Esperanza,"['avenida', 'esperanza']",['esperanza'],f,both
101097,784911977.0,La Estrella,tertiary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.88388550000001 -12.0183353, -76.8839184 -12.018234, -76.8839316 -12.018193, -76.8840611 -12.0177936, -76.88421169999999 -12.0173293, -76.88422319999999 -12.0172939, -76.88424639999999 -12.0172221)",La Estrella,"['la', 'estrella']",['estrella'],f,both
102362,824273898.0,Pasaje Santa Rosa,pedestrian,,,,,asphalt,,,,5,,,,,,,,"LINESTRING (-77.06649090000001 -12.0408768, -77.06646189999999 -12.0412609)",Pasaje Santa Rosa,"['pasaje', 'santa', 'rosa']","['santa', 'rosa']",f,both
102607,827191462.0,Avenida Santa Rosa,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.99059920000001 -12.0158377, -76.9895904 -12.0166878)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
103722,835376251.0,Rosa Noguera,footway,,,,,,,,,,,,,,,,,"LINESTRING (-77.00435160000001 -12.0793465, -77.0043276 -12.0794051, -77.0041942 -12.0797313)",Rosa Noguera,"['rosa', 'noguera']","['rosa', 'noguera']",f,both
103987,838324109.0,Pasaje Santa Rosa,footway,,,,,,,,,,,,,,,,,"LINESTRING (-77.1354604 -12.0671199, -77.1355697 -12.0664011)",Pasaje Santa Rosa,"['pasaje', 'santa', 'rosa']","['santa', 'rosa']",f,both
106161,868734563.0,Calle Santa Rosa,unclassified,,,,,,,,,,,,,,,,,"LINESTRING (-76.9183678 -12.0030113, -76.91835519999999 -12.0028931, -76.9183208 -12.0027816, -76.9182873 -12.0026928, -76.91819340000001 -12.0025878, -76.9178367 -12.0022992, -76.9176006 -12.0020867, -76.9174264 -12.0018584)",Calle Santa Rosa,"['calle', 'santa', 'rosa']","['santa', 'rosa']",f,both
109058,882613118.0,Calle Santa Rosa de Pedregal,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9645366 -11.9328718, -76.96374489999999 -11.9334067)",Calle Santa Rosa de Pedregal,"['calle', 'santa', 'rosa', 'de', 'pedregal']","['santa', 'rosa', 'pedregal']",f,both
109099,882979667.0,Avenida Santa Rosa,residential,,,,,unpaved,,,,,,,,,,,,"LINESTRING (-77.03889150000001 -11.9738582, -77.03895319999999 -11.9739107, -77.0389907 -11.9739645, -77.03908989999999 -11.9740563, -77.03918779999999 -11.9741507, -77.0392549 -11.974215, -77.03927229999999 -11.9742596)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
109527,884636391.0,Pasaje Sarita Colonia,residential,,,,,unpaved,,,,,,,,,,,,"LINESTRING (-77.03930990000001 -11.9670151, -77.03919190000001 -11.9669167, -77.0390712 -11.9667894, -77.03890490000001 -11.966594, -77.0388786 -11.9665577, -77.0388485 -11.9665243, -77.038815 -11.9664942, -77.03877749999999 -11.9664672, -77.0387372 -11.9664444, -77.0385361 -11.9663119)",Pasaje Sarita Colonia,"['pasaje', 'sarita', 'colonia']","['sarita', 'colonia']",f,both
110325,887606492.0,Pasaje Santa Rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0195987 -12.0075344, -77.0198608 -12.0078606, -77.0200543 -12.0080251)",Pasaje Santa Rosa,"['pasaje', 'santa', 'rosa']","['santa', 'rosa']",f,both
110326,887606493.0,Pasaje Libertad,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0203231 -12.0062029, -77.02127110000001 -12.0063225, -77.0213061 -12.0063495, -77.0213241 -12.0063938)",Pasaje Libertad,"['pasaje', 'libertad']",['libertad'],f,both
110554,891957175.0,Avenida La Marina,primary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0672981 -12.0831394, -77.0672217 -12.0831671)",Avenida La Marina,"['avenida', 'la', 'marina']",['marina'],f,both
110621,892431508.0,Avenida La Marina,primary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.076131 -12.0799501, -77.0759298 -12.080027, -77.075886 -12.0800438, -77.075795 -12.0800785)",Avenida La Marina,"['avenida', 'la', 'marina']",['marina'],f,both
110623,892431510.0,Avenida La Marina,primary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0788676 -12.0789285, -77.0780536 -12.0792343, -77.07677390000001 -12.0797044, -77.0766948 -12.0797346, -77.076131 -12.0799501)",Avenida La Marina,"['avenida', 'la', 'marina']",['marina'],f,both
110628,892440702.0,Avenida Micaela Bastidas,secondary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0468047 -11.9337245, -77.04668719999999 -11.9337869)",Avenida Micaela Bastidas,"['avenida', 'micaela', 'bastidas']","['micaela', 'bastidas']",f,both
110815,892907071.0,Avenida La Marina,primary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0934142 -12.0772895, -77.093468 -12.0772639, -77.09386379999999 -12.0770758, -77.094104 -12.0769631, -77.0948879 -12.0765953, -77.0958905 -12.076123, -77.09693439999999 -12.075621, -77.0970044 -12.0755866, -77.0973899 -12.0753971, -77.097742 -12.0752241, -77.0982145 -12.0749939)",Avenida La Marina,"['avenida', 'la', 'marina']",['marina'],f,both
110816,892907072.0,Avenida La Marina,primary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0933039 -12.0773419, -77.0934142 -12.0772895)",Avenida La Marina,"['avenida', 'la', 'marina']",['marina'],f,both
