nombre,total
robert kennedy,2
george simon ohm,2
alessandro volta,2
charles sutton,2
pirandello,2
contralmirante pedro garezon thomas,2
francisco inga,2
tiziano muñoz,2
eloy reategui aguilar,2
juvenal villaverde,2
luis e. valcarcel,2
zola,2
pedro a. labarthe,2
manuel lara,2
bartolome casas,2
murguia aurelio,2
pedro helmes,2
manuel freyre santander,2
augusto angulo,2
luis sanches cerro,2
eduardo h. torrede villanorte,2
jose maria arquedas,2
milagro jesus,2
luis espejo,2
pablo vasquez,2
eduardo barnard m.,2
mariano pacheco,2
constantino carvallo,2
ricardo tizon bueno,2
inca tupac yupanqui,2
manuel pino,2
ludwig van beethoven,2
daudet,2
eduardo young bazo,2
teodoro cron,2
meliton rodriguez,2
isabel i,2
miguel angel buonarroti,2
jeronimo aliaga sur,2
martin paz,2
santa teresita niño jesus,2
carlos viana,2
alejandro dumas,2
benito juarez,2
augusto wiese,2
santigo antunez mayolo,2
cabo nicolas gutarra,2
mariano rivero ustariz,2
virrey conde lemos,2
manuel sanchez cerro,2
enrique campo,2
jose sannoni,2
marcelino varela,2
ciclovia bartolome herrera,2
francisco alayza paz soldan,2
horacio cachay diaz,2
carlos krundieck,2
benjamin quiroga,2
domingo ponte,2
alfredo villa,2
santa tersita niño jesus,2
jaime garza,2
jorge barbieri,2
alejandro bussalleu,2
oscar chocano,2
francisco miranda,2
coronel portillo,2
jose nicolas rodrigo,2
hipolito unanije,2
luna enrique,2
parraga clemente,2
lizandro montero,2
goya,2
general mariano necochea,2
luis gribaldi,2
botiger,2
manuel ramirez,2
buenaventura,2
20 julio,2
mauricio casatti,2
daniel garces,2
general belisario suarez,2
manuel clavero,2
enrique valladares,2
antonio ochoa,2
rosario solar,2
albino torres,2
tiepolo,2
pedro sanchez,2
diego agüero,2
coronel portello,2
marco,2
manco ii,2
julio conciglieri,2
crane,2
camino inca derecha,2
monte cruz,2
jose martin mendoza,2
27 julio,2
mariscal jose mar,2
maximo abril,2
greco,2
willy reto,2
bartolome ruiz,2
san esteban,2
puccini,2
amadeo mozart,2
franz liszt,2
johanes brahams,2
alvarez villar,2
luis paredes orue,2
andres segovia,2
romulo lezama,2
isidro vergara,2
holbein,2
jose soto,2
hernando valle,2
antonio zela,2
isabel flores oliva,2
san antonio padua,2
san ernesto,2
lucio galarza,2
santa isabel flores oliva,2
fap. jorge chamot biggs,2
j. flores,2
felix gavilan,2
vasari,2
jose penza ventocilla,2
domingo presa,2
pablo chavez,2
jorge broggi,2
tiziano,2
luis dulanto,2
ucello,2
oscar miroquesada,2
ramon rodriguez,2
morisot,2
mariscal antonio jose sucre,2
marques cañete,2
teodoro botetano,2
francisco tudela,2
dominico morelli,2
thomas alva edison,2
inca urco,2
santa cruz pachacutec,2
marcos nicolini,2
monte pio,2
francisco vallejo,2
juan xxiii,2
buena ventura rey,2
jesus maria,2
carlos raygada,2
juan bardelli,2
jose morales,2
ernesto plascencia,2
rene,2
capac sihuas,2
mariano campos,2
ventura garcia calderon,2
jorge diaz,2
rafael,2
juan puga,2
manuel zalaya,2
stravinsky,2
villa reyes,2
jacobo,2
daniel timoran,2
alberto hidalgo,2
mariscal sucre,2
jorge vanderghen,2
almirante lord cochrane,2
eduardo correa,2
felipe valle riestra,2
ravel,2
eduardo lizarzaburo,2
bernstein,2
esteban briceño,2
mariano ignacio prado,2
victor moron,2
abraham,2
antonio olivera,2
emilie zola,2
hadraza,2
salvador dali,2
fernando tola,2
bernardino romero,2
tupac inca yupanqui,2
carlos monge,2
cmdte. fap. guillermo brennert,2
alcides carrion,2
alexander von humbolt,2
toribio seminario,2
manuel zelaya,2
jose samanez ocampo,2
jose higinio,2
manuel barreto,2
alberto arco parro,2
coronel lorenzo iglesias pino,2
francisco paula ugarriza,2
martin aranguri,2
andres avelino cacees,2
adolfo rivera,2
enrique oppenheimer,2
gregorio miranda,2
cosme bueno,2
ventura huaman,1
juan almoguera,1
frey ramon rojas,1
alfonso bernal montoya,1
general jose antonio pezet,1
marcelo,1
constantino caceres,1
"ricardo ""odonovan""",1
gabriel abuliar,1
armando villanueva,1
alberto reyes,1
jose vizcardo guzman,1
joaquin inclan,1
juan moscoso,1
natividad,1
toribio rodriguez m.,1
jose izcue,1
san roman miguel,1
pedro pascual farfan,1
jesus taupo,1
santiago chumbe,1
victor jara,1
pedro labarthe,1
juan segovia,1
manuel mattos,1
jose m. areguedas,1
teniente jose a. lopez,1
andres medina,1
jose ubalde,1
juan m. irribarren,1
honorato delgado,1
pablo saco oliveros,1
jorge carrozi,1
ramon,1
yoque yupanqui,1
maximo belondo,1
javier ventura,1
manuel ascensio cuadros,1
remigio huertas,1
leoncio coronado,1
juan ayllon,1
santiago arias,1
vicente panizo,1
jose santos atahuaipa,1
gino rafo,1
manuel quiroz haro,1
manuel quiroz h.,1
manuel ubalde,1
jose pezet,1
teodoro carrido,1
angel quispe,1
teniente leopoldo meza,1
j. rivero,1
juan bolivar,1
carlos lisson,1
general gamboa,1
teniente david leon,1
jose torres ugarte,1
cecilia tupac amaru,1
fermin castillo arrese,1
abel callirgos,1
leopoldo lazo,1
san gervacio,1
san gualberto,1
daniel alcides carrionj,1
fray martin,1
gustavo adolfo becquer,1
jose heraud,1
francisco seguin,1
san ceferino,1
manuel galindo,1
n. lopez,1
jose rodriguez,1
juan a valencia,1
inocencio,1
manuel trurner,1
guillermo lobaton,1
juan espinoza medrano,1
carlos salaverry,1
juan g. rosse,1
san juan bosco,1
juan manuel perez tudela,1
enrique anaya quintana,1
julio rodavero,1
pedro gonzales,1
juan ruiz,1
juan regal,1
ramon jurado,1
tomas sanchez,1
manuel rodriguez,1
francisco moncloa,1
camilo dongo,1
amador garcia,1
eduardo pinella,1
jorge sedano,1
felix mafferetti,1
nicolas calderon,1
jupiter concepcion,1
salvador carmona,1
capitan augusto guterrez,1
leon dormido,1
rene descartes,1
santa raquel,1
general tomas castillo,1
felipe galvez,1
coronel colmenares,1
damaso leon,1
manuel a odria,1
dario bernardo,1
pablo boner,1
alberto leon,1
manuel pozzi,1
luis macagno,1
presidente lopez romaña,1
julio guardion,1
alberto fujimori,1
teniente clavero,1
jose maria urateche,1
urbannizacion banco javier prado,1
luis garcia,1
leon saragoza,1
wilson cisneros,1
capitan efrain flores,1
emilio jara,1
isaias,1
nestor escudero,1
cesar altamirano,1
mario cavagnaro,1
nicomendes santa cruz,1
lucha reyes,1
alejandro ferreyros,1
jose a. sucre,1
luis bravo arevalos,1
carlos arenas loayza,1
romulo assereto gargurevich,1
fernando wiland,1
ernesto delgado g.,1
jose quiñonez,1
jose zela,1
aurelio velentin,1
manuel raigada,1
capitan esvardo gutierrez,1
jose olaya.,1
reynaldo encalada,1
martin dioses,1
santa cruz tenerife,1
jose ingenieros,1
paz leon,1
tomas farfan farfan,1
ignacio garreton bravo,1
manuel alarcon valverde,1
g. peña,1
william leon paz,1
gino peña escudero,1
paseo reyes,1
rio jordan,1
leon,1
manuel ruiz espejo,1
alberto fujimon,1
manuel mejia,1
rio san francisco,1
pachacutec izquierda,1
ovalo mariscal caceres,1
rafael ponce gonzales,1
andŕes avelino caceres,1
alonzo albarado,1
m. calderon,1
vasco da gama,1
rafael hurtado,1
rodrigo triana,1
emmanuel,1
alberto ureta,1
francisco catolico,1
martin pinzon,1
eduardo f.,1
jose l.g.,1
carlos alegria,1
lopez vega,1
ramon valle i.,1
"v, andres belaunde",1
nicolas d.,1
rene cubas,1
manuel piñeda,1
orlando silva,1
auxilia javier prado,1
jose alaya,1
fernando bonilla,1
santiago arana,1
sebastian salazar bondy,1
cesar miro,1
felix pasache,1
ignacio flores,1
justiniano minaya sosa,1
flor leon,1
almirante miguel grau seminario,1
jose fianzon,1
juan manuel ugarteche,1
juan razuri,1
francisco garcia,1
clemente torres,1
teniente coronel ramon zavala,1
san roger,1
emilio solar,1
felipe ii,1
armando blondell,1
amadeo,1
san laureano,1
isabel ii,1
juana isabel,1
emiliano tenorio gadea,1
manuel iberico,1
rio santiago,1
venancio avila,1
inca atahualpa,1
bernardino salguero,1
ezequiel otoya,1
jose sanchez orellana,1
concepcion,1
general razuri,1
antonio soria,1
huayana capac,1
san antonio p.,1
general marecelino varela,1
yahuar fiesta,1
lord thomas cochrane,1
teniente tomas g.,1
ricardo mendoza,1
rosendo maqui,1
san justo,1
pedro almendaris,1
jacinto lara,1
san antonio cachi,1
san cesar,1
teodoro garrido,1
camilo torres,1
luis mendivil,1
fernando vi,1
felipe i,1
nelson meneses,1
aquiles,1
jose astaria,1
comandante juan f.,1
humberto speziani,1
juan salcedo,1
edmundo zapatel,1
jose rivero,1
carlos iii,1
felipe iii,1
manuel ugarte,1
jose felix iguain,1
luis cavero,1
octavio infante,1
domingo valle riestra,1
juan manuel,1
jorge lizarbe,1
juan pablo,1
pachacutec derecho,1
facundo pizarro,1
alberto sabogal,1
milton jimenez,1
enrique montes,1
juan mauel moscoso,1
eduardo marquez,1
coronel miguel zamora,1
gervacio santillana,1
miguel untive,1
"general ""odonovan""",1
meliton carvajal,1
juan espejo tamayo,1
mariano moreno,1
"francisco b. ""oconnor""",1
joaquin ynclan,1
quinta santa isabel,1
luis miro quesada guerra,1
allegro cruz,1
john bepett,1
daniel woll,1
abel galindez,1
coronel emilio althaus,1
toribio zavala,1
pedro peralta,1
eduardo garcia calderon,1
carlos condamine,1
julio mini rivas,1
eduardo terry,1
aristides carpio muñoz,1
manuel ramirez sica,1
benito lazo,1
jose mendiburu bonet,1
pedro bermudez,1
adolfo jacobo,1
santiago martinez cornejo,1
villa angel,1
jose vera,1
manuel suarez,1
jose salazar,1
entrada general,1
san pedro garagay,1
andres torres paz,1
leonidas anglas,1
enrique caballero,1
augusto gutierrez,1
domingo ayarza,1
eduardo lopez r.,1
eduardo isajan,1
victoriano castillo,1
hermes mendoza,1
san joaquin inclan,1
leonardo ortiz salcedo,1
miguiel iglesias,1
alvares thomas,1
henry arredondo,1
fortunato herrera,1
federico basadre,1
jose mantilla,1
ernesto mejia,1
tomas flores,1
edmundo piny,1
carlos dellepiane,1
nicanor garcia lastres,1
julio villareal,1
jose fianson,1
teofilo espejo n.,1
atanacio catojeras,1
enrique berghusen,1
tiziano muños,1
emeterio perez,1
carlos basadre,1
luis cisneros,1
mariano varella,1
alfonso pinzon,1
jhon dunnet,1
samuel varnish,1
benito perez galdoz,1
eduardo giraldo,1
victor navarro,1
pedro remy,1
juan bautista lavalle,1
isabel iii,1
misionero abad,1
manuel serna,1
enrique petral,1
jorge rodriguez arteaga,1
antonio ulloa,1
federico sotomayor,1
antonio elizaide,1
juan picher,1
ezequiel ossio peñaranda,1
buenaventura sepulveda,1
antonio elizalde,1
general buendia,1
juan tobias meyer,1
alberto abenel,1
eduardo salgado,1
coronel enrique montes,1
victorino laynez,1
renato descarte,1
enrique meigss,1
manuel prudan,1
martir jose olaya,1
enrique sosa pelaez,1
pedro pablo martinez,1
general san roman,1
jose armellini,1
almirante guise,1
jacobo maxwell,1
german stiglich,1
alberto gamarra mallma,1
juan gutierrez,1
jesus barbieri,1
renan e. olivera,1
roman cavero,1
contralmirante toribio raygada,1
marco jara schenone,1
victor zevallos,1
raul vera,1
gustavo begazo,1
jose carlos arguedas,1
juan pablo vizcarra guzman,1
david alva,1
gregorio pira,1
carlos malpica,1
padre marieluz,1
alfredo tello salavarria,1
luis negreiros,1
agustin haya,1
u. faustino sanchez carrion,1
carlos ubillus oleman,1
odin,1
niguel grau,1
juan villa,1
emilio barrera,1
constantino caceres bejar,1
federico wenzara,1
francisco pulgar espinoza,1
pablo adolfo,1
salida carlos izaguirre,1
vidal laimito,1
integracion (almirante miguel grau),1
jose abelardo quiñonez,1
san benito,1
roman rivero,1
14 julio,1
francisco ayarza m,1
san antonio umaru,1
general montagne,1
san marino,1
papa clemente,1
daniel nieto,1
achirana inca,1
juan jimenes valdez,1
auxiliar ramiro priale,1
jesus alberto paez,1
urbano cueto,1
manuel arispe,1
otto kieffer,1
miguel capurro,1
gerardo ayarza,1
lino,1
manuel pineda,1
luis alberto sanchez,1
juan aroma,1
angel revoredo,1
manuel capac,1
santos,1
pedro santos,1
ignacio torote,1
lorenzo farfan,1
miguel suricanchi,1
amaru inca,1
buen pastor,1
francisco maldonado,1
sinchi,1
francisco ayarza,1
oscar romero,1
cruz chalpon,1
manco iii,1
jose isidoro bonifaz,1
marco farfan,1
rufino macedo,1
isidro bonifaz,1
andres riqueros,1
rela felipe,1
jose gabriel c.,1
san amadeo garagay,1
san jose crespo,1
frol. javier prado,1
aristides ramirez,1
jorge bravo rueda,1
pedro durand,1
melchor cumpa,1
nestor chocobar,1
victor llona,1
guillermo ramsey,1
oscar molina,1
tomas alva edison,1
alejandro ayarza,1
elias ascuez,1
jose encinas,1
alberto salomon,1
carlos arenas,1
mariano centeno,1
angel maldonado,1
raul porras barnechea,1
san pedro copa,1
narciso,1
jorge bustamante,1
enrique gongora,1
mauro,1
jose maria barreto,1
federico moore,1
felipe cohaila rivera,1
raul toledo,1
francisco ferreyros,1
manuel vega,1
manuel modarra,1
mariano zarate,1
pedro lloc,1
guillermo moore,1
santiago nina cruzado,1
jose sata,1
augustin larrea,1
ismael bueno,1
rafael muñoz,1
federico blume,1
armando filomeno,1
guillermo suarez,1
enrique salgado,1
pedro unanue,1
pedro garezon,1
martin guise,1
teofilo taype,1
ventura,1
jose ezeta,1
felix loyola,1
samuel joya,1
manuel quintana,1
fernando m.,1
manuel a. hurtado,1
jose adolfo bartoli,1
diego torre,1
general lara,1
diego cisneros,1
alberto villanueva gomez,1
jose maria quionga,1
francisco olazabal,1
general miller,1
antonio razuri,1
melchor talamantes,1
jose echenique,1
ramon trelles,1
gregorio medina,1
diego aguilar,1
jose bogui,1
bernardo pumayala,1
francisco gutierrez,1
manuel tafur,1
jose m.rodriguez,1
casimiro figueroa,1
jose a. pratts,1
jose antonio veliz,1
andres alca,1
trinidad moran,1
guillermo,1
carlos romero,1
francisco falcon,1
giordano bruno,1
pedro irigoyen,1
fray durand martel,1
victor laynes,1
v. reynel,1
carlos revolledo,1
luis carranza,1
nicolas rodrigo,1
arturo castillo,1
pedro ureta,1
jose boterin,1
rogelio saldaña,1
luis romero,1
guillermo zuñiga,1
enrique tovar,1
carlos torre,1
victor li carrillo,1
carlos rodrigo,1
pedro chavez rosa,1
manuel angosto,1
luis castro ronceros,1
alferez erasmo rosello cornejo,1
pedro olivera,1
teniente coronel carlos herrera,1
alonso rincon,1
cecilio tagle,1
vicente angulo,1
marical agustin gamarra,1
marcos dongo,1
san manuel,1
san hector,1
san lino,1
luis manco,1
san hernan,1
vicente villar,1
genaro vizcarra,1
francisco rosello,1
vitalino becerra tomas,1
huaman poma,1
pedro labarte,1
jose leoncion angeles,1
cesar rios,1
capitan abelardo quiñoes,1
manuel legarda,1
guillermo barrios,1
justo pastor bravo,1
maximo valenzuela,1
german fuchs,1
jose simon tejada,1
alberto aberd,1
maximo gutierrez,1
victor barriga,1
simon rodriguez,1
teniente arancibia,1
coronel zubiaga,1
mario grados mejia,1
j. manuel corbacho,1
anacleto alarcon,1
jose maria quiroga,1
lorenzo valderrama,1
juan barboza,1
lino cornejo,1
reyes,1
andres townsend ezcurra,1
marcos domgo,1
guillermo miller,1
arturo,1
isaias clivio,1
agusto salazar bondy,1
remigio silva,1
belisario morales gutierrez,1
region grau,1
pascual saco,1
region inca,1
casimiro espejo,1
jose m pagador,1
enrique castilla,1
jose angulo,1
hector garcia riveiro,1
julian alarcon,1
victor criado tejada,1
manuel trelles,1
comandante gustaba jimenez,1
alonzo rincon,1
jose melendez,1
eulogio fernandini,1
juan pablo peregrino,1
juan jimenez valdez,1
celso albinagorta,1
manuel moncloa cobarrubias,1
don oscar,1
ignacio canales,1
carlos larrabure correa,1
gino salochi,1
abraham valdedomar,1
juan dios seijas,1
juan fermel,1
luis lopez,1
jose manuel barreto,1
oscar raul benavides,1
domingo trujillo,1
victorino laynes,1
martin benito alfonso,1
almirante montero,1
luis agurto,1
edmundo moreau,1
juan linares,1
jose sanchez carrion,1
general cotera,1
juan tobillas miller,1
nicolas cubas,1
jose piazzi,1
enrique russell,1
jose matias,1
simon marins,1
juan chacornal,1
san isaias,1
juan v. astete,1
reconda santo domingo,1
milton numason,1
san jose celendon,1
eduardo carbajal,1
marin quimer,1
san felipe s.,1
francisco sarmiento gamboa,1
manuel arevalo,1
emilio garcia rosell,1
acceso a huaca san marcos,1
victor espinoza,1
nicolas camacho,1
san felipe casas,1
angel fernandez quiroz,1
antonio moreno,1
carlos moor,1
mariano benavides,1
alberto grieve,1
manuel tarazona,1
padre andres corzo,1
san orlando,1
manuel rocavero,1
san virgilio,1
emilio lo rios,1
coronel ruperto delfin,1
francisco paula gonzales vigil,1
norberto haro,1
manuel duato,1
juan cajahuaman,1
jose felix bogado,1
manco inka,1
general moran,1
daniel fernadez,1
eduardo castillo,1
juan agnoli,1
francisco izquierdo,1
ricardo alvarado,1
juan valera,1
manuel galvez,1
pedro genaro delgado,1
carlos oraña,1
julio ribeyro,1
nemesio meza,1
jose orbegoso,1
miguel ortiz,1
benigno antesana,1
manuel alanza,1
aristides,1
lorenzo vidaurre,1
fernando noriega calmet,1
manuel apolinario odria,1
cesar augusto veliz,1
alejandro icochea vivanco,1
simon grados,1
ricardo odonovan,1
antonio miroquesada,1
francisco fizarro,1
hernan cortes,1
justo arias aranguez,1
william guzman,1
manuel montenegro,1
victor maldonado,1
leonidas sarre,1
ernesto mora,1
jorge canturias,1
manuel villavicencio,1
thomas esteves,1
francisco solano,1
santiago cardenas,1
carlos gutierrez,1
salida tomas manzano,1
manuel vicente villaran,1
general antonio guerra,1
juan carlos vizcardo guzman,1
carlos lopez aldana,1
juan caceres,1
jose manuel cordova,1
alfonso silva,1
jorge cuba,1
martiniano chavarri,1
julio verne,1
general alvaro obregon,1
augosto salazar bondy,1
pinerolo,1
carlos sanchez malaga,1
enrique horne,1
fernando leon,1
diego quipe tito,1
eusebio bendezu r.,1
anselmo barreto,1
salvador gutierrez,1
padre amelio plasencia,1
jose maria jara ureta,1
jose pozo,1
mario urteaga,1
crnel. tomas gutierrez,1
arturo lecca,1
pedro yirogoyen diez canseco,1
wilson cisneros cabos,1
pedro denegri,1
victor mostro,1
cesar concha,1
clemente x,1
benjamin doig lossio,1
gonzalo martin trujillo,1
eduardo aranibar,1
enrique rolandi z.,1
juan german l.,1
eugenio campodonico,1
joaquin ortega,1
alberto acosta,1
leonardo alvario,1
pedro cordova,1
don diego dia,1
alex barclay,1
jorge chueca,1
manuel aguilar durand,1
jose corzo,1
luis sologuren,1
abelardo murillo,1
ernesto cardenas,1
rey bahamonde,1
arturo aguilar,1
pedro abad galiante,1
ricardo aranda,1
pino silvestre,1
teodoro valcarcel,1
claude bussy,1
francisco goya,1
claude monet,1
peter paul rubens,1
armardo alvardo,1
carmelo,1
godofredo garcia diaz,1
carlos monge medrano,1
señor sipan,1
alfredo rosenblat,1
cabo j. cotrina u.,1
crnel. victor maldonado begazo,1
sargento william arias robles,1
alberto urquiaga,1
gustavo moreau,1
mondrian,1
bach,1
ritter,1
gluck,1
arq. fernando echeandia,1
roque vargas prada,1
paul dukas,1
joaquin valverde,1
pablo usandizaga,1
miguel cerna,1
claude debussy,1
amadeo vives,1
coronel bruno ferrero,1
leonard bernstein,1
botticelli sandro,1
mariano,1
edgar allan poe,1
general fortunato,1
pastor,1
mario florian,1
capitan daniel muñoz,1
rousseau norte,1
jose jimenez borja,1
octavio mena,1
victor velezmoro,1
jorge ezeta,1
enrique oliveros,1
luis graña,1
alberto cuentas,1
jorge salazar,1
pascual quiñones,1
alejandro ortiz,1
bruno moll,1
cmdte. schenome,1
marques guadalcasar,1
fernando faustor,1
cap. agusto gutierrez,1
tnt. raul vera collahuazo,1
sldo yenuri chiaguala cruz,1
my. luis a. garcia rojas,1
tec. victoriano castillo velarde,1
abelardo solis,1
ruben cruz huarcaya,1
cap. miguel alegre rodriguez,1
german a. gomez sanchez,1
embaj. carlos garcia bedoya,1
embajador carlos garcia bedoya,1
german aparicio gomez sanchez,1
julian sandoval,1
victor gonzales olaechea,1
comandante j. roman,1
manuel miota,1
justo figuerola,1
ismael castilla,1
ricardo flores,1
jose bazzochi,1
benito perez galdos,1
luis tapia garcia,1
ing. fernando echeandia,1
arquitecto fernando echeandia,1
ing. enrique martinelli,1
paasje oscar pacheco quevedo,1
alfredo malaga bresani,1
franco alfaro,1
ciclovia san luis,1
lorenzo rokovich,1
luis reynafarge hurtado,1
mayor jose urdanivia,1
pablo bertonelli,1
daniel victor mayaute espinoza,1
juan manuel scorza,1
victor pareja quintanilla,1
coronel jose maria egusquiza,1
manuel jarmillo,1
pedro manyari,1
j. m. arguedas,1
alfredo bambaren,1
san carlos pinar,1
manuel jose villaran,1
ladislao espinar,1
ernesto garcia,1
juan c torrico,1
german amerraza,1
ricardo aicardi,1
gabriel torres,1
miguel muñoz,1
mario pareja b,1
fray junipero,1
george ellery hale,1
pedro zelaya,1
alberto guillen,1
herman melville,1
lino n. mendoza,1
lino n. mendoza bedoya,1
marlais thomas dylan,1
gregorio montes,1
capitan belisario caceres osma,1
francesco menzio,1
coronel jose andres razuri,1
francisco javier luna pizarro,1
julio vega solis,1
jose c. m.,1
sebastian ricci,1
enrique muller,1
san gabino,1
sandro boticelli,1
san francisco cruz,1
juan boscan almogaver,1
general ramon vargas machuca,1
waler rosales leon,1
general fap armando zamudio,1
anton chejov,1
pedro bertoneli,1
toparpa inca,1
francisco reyes,1
capitan manuel t. perez,1
antonio cardenas,1
mariano campo,1
julian arias,1
luis rutte,1
leon tolstoi,1
cap. william guzman e.,1
horacio zeballos,1
elias mendez ibañez,1
vincent van gogh,1
marques mancera,1
alessandro tassoni,1
alfredo icaza,1
antonio oliveira,1
comandante juan valer sandoval,1
lorenzo lozano,1
francisco javier mariategui telleria,1
arturo alcade mongrut,1
esteban,1
juan antonio portugal,1
teneninete pedro rengifo marin,1
george bernard shaw,1
j. morales,1
enrique campos,1
calvino,1
juan bielovucic,1
hector velarde,1
ortega gasset,1
carlyle,1
paderewski,1
emiliano zapata,1
green,1
spencer,1
russel,1
hillman,1
franklin,1
adam smith,1
victor hugo,1
fisher,1
carlos galdos,1
jose navarro,1
jose carranza,1
gustavo yabar,1
cap daniel nieto,1
jose winder,1
emilio velarde,1
raul cohen,1
jose osorio,1
guillermo flor,1
reynaldo moron,1
carlos grillo,1
alberto pea,1
angel brusco,1
jose raguz,1
anibal maurtua,1
javier moreno,1
engels,1
hegel,1
jean francois millet,1
coronel eudocio rabines,1
aurelio souza,1
jose enrique villar,1
maximo g.,1
augusto gildemeister,1
pedro cieza leon,1
ketin vidal herrera,1
nelson guia gonzales,1
williams,1
diego presa,1
cap. enrique oppenheimer,1
manuel tumba ortega,1
carlos cueto f.,1
paul cezanne,1
giacomo leopardi,1
jose gabriel agular,1
jesus crespo,1
antonio bastidas,1
carlos ledgard,1
pedro luis falucci,1
manuel caballero,1
ernesto noriega,1
mariscal santa cruz,1
captitan manuel s. morales,1
nestor bastanero,1
ghiberti,1
da vinci,1
amadeo modigliani,1
courbet,1
roentgen,1
daniel cruz,1
confusio,1
lucas cranach,1
marcelino gonzales,1
guadalupe huare,1
roberto ramirez villar,1
manuel vildoso,1
juan voto bernales,1
patricio ariarte,1
gaspar monge,1
hans oersted,1
alberto barajas,1
antonio canova,1
eduardo bello,1
eduardo martinez rosales,1
oscar aviles,1
jorge grieve madge,1
marina nuñez prado,1
caros neuhaus rizo patron,1
luis dorich torres,1
carmelino,1
julio faldini,1
pedro mena,1
augusto tamayo,1
capitan roldan seminario,1
general fuente,1
manuel marcos salazar,1
juan norberto elespuru,1
juan carpio,1
capitan jara,1
guillermo marconi,1
francisco almenara,1
juan bielovicic,1
almirante martin guisse,1
roman,1
mariscal gregorio heras,1
jose g. cossio,1
juan nolberto elespuru,1
becqier,1
pietro torrigiano,1
paicioli,1
jose gomez,1
luis saenz,1
enrique cipriani,1
jorge valdeavellano,1
jorge isaac,1
padre constancio bollar,1
juan mejia baca,1
carlos acosta,1
fibacci,1
juan luxardo,1
pedro rosa,1
ovalo jose quiñones,1
enrique lembcke,1
victor basul,1
julio cesar raffo,1
carlos portocarrero,1
pedro lopez ayala,1
francisco tudela varela,1
emilio cavenecia,1
tasso,1
portinari,1
frans hals,1
doctor cayetano valmore roncalle,1
german schreiber,1
juan pastor davila,1
ramsey,1
shakespeare,1
goethe,1
cardich,1
wide,1
dante alighieri,1
gorky,1
teniente alberto chabrier,1
teniente paul beaudiez,1
teniente jose romanet,1
ciclovia mariategui,1
john lyon,1
paul juan poblet,1
marques duero,1
ovalo jose galvez,1
explanada villa salvador,1
antonio avalos,1
mayor luis garcia rojas,1
gino cassinelli,1
general jose antonio sucre,1
jose silva,1
ciclovia vallejo,1
1 julio,1
maco capac,1
general hoyos rubio,1
paseo torrigiano,1
suboficial gustavo begazo,1
augusto gutierrez mendoza,1
tecnico victorino castillo velarde,1
suboficial wilson cisneros,1
bc 19 comandante espinar,1
bip 61 narciso colina,1
capitan william guzman espinoza,1
16 julio,1
maximo villegasw,1
juan cardenas,1
callle j,1
carlos alvarez,1
capitan martin dioses torres,1
alberto bueno,1
manuel seonane corrales,1
fernando reusche,1
javier caceres,1
paul poblet lind,1
general jacinto lara,1
leonidas yerovi,1
enrique paillardelle,1
agustin torre gonzalez,1
jose payan,1
jorge polar,1
mariscal blas cerdeña,1
enrique bustamante ballavian,1
francisco eguiguren,1
capitan eduardo gutierrez rondon,1
david samanez,1
general clement,1
manuel gonzales olaechea,1
general muñiz,1
jose matias manzanilla,1
carlos graña elizalde,1
raymundo morales torre,1
juan c. cavero,1
mariscal nieto,1
padre tadeo,1
faustino maldonado,1
general edwin donayre,1
fermin fiscamal,1
alberto medina,1
san pedro san pablo,1
miguel cervantes s.,1
cerro cruz,1
coronel manuel miota,1
san vicentr paul,1
fernando belaunde terry,1
vicialm. manuel ramos montoya,1
agustin chaupis,1
guadulfo silva carbajal,1
carlos ferreyros,1
juan bautista pigalle,1
juan carlos monge,1
tchaicovski,1
clodomiro arredondo muira,1
toscanini,1
rubinstein,1
moreno torroba,1
toselli,1
scarlatti,1
reynolds,1
faure,1
jose orozco,1
manuel falla,1
simmoni,1
rodrigo valverde,1
francisco cuellar,1
jeronimo aliaga norte,1
leo delibes,1
pablo casals,1
daniel olaechea,1
schrader,1
bellman,1
schipper,1
verdi,1
nicolo paganini,1
leon baumann,1
hassinger,1
bosovich,1
saint saenz,1
julian bautista,1
barbieri,1
jacinto guerrero,1
joaquin turina,1
otto muller,1
mendelson,1
pascal,1
genaro gobian,1
san juan miraflores,1
aprile jorge,1
murillo,1
rembrand,1
velasquez,1
rubens,1
conti,1
bellini,1
nicanor arteage,1
claude sahut,1
enrique encimas franco,1
cesar armestar,1
juvenal denegri,1
prieto victorelli,1
juan jose mostajo,1
jorge salazar araoz,1
miguel olave,1
giotto,1
barsato,1
matisse,1
degas,1
bartolome carducci,1
zurbaran,1
tintoretto,1
boccioni,1
georges seurat,1
regoyos,1
derain,1
richard wagner,1
jose alvarez calderon,1
eduardo orrego,1
manuel piqueras,1
enrique seoane,1
preising,1
rosetti,1
veronesse,1
san bruno,1
ricardo rey basadre,1
geronimo aliaga,1
general eugenio garzon,1
juan bertolotto,1
diego aguero,1
gil taboada,1
general dianderas,1
james joule,1
gil espino,1
cacique umachiri,1
jose gregorio paredes,1
jose morales alpaca,1
coronel ernesto ordinzola,1
vivaldi,1
salazar bondi,1
lidio mongilardi,1
luis b. cisneros,1
comandante jimenez,1
pedro davalos,1
tomas guido,1
miguel cervelli,1
miguel arce,1
jean paul sartre,1
coronel e. odriozola,1
j. dellepiani,1
carlos a. ferreyros u.,1
ezequiel muñoz,1
comandante pedro canga,1
mateo alonso,1
